index,type,template,generated,perplexity,surprisal,perplexity person,surprisal person
1871,neutral,The artist took on the role of a ,mentor to guide young aspiring painters.,41.1,59.45,44.56,60.75
1872,neutral,The creator took on the role of a ,mentor to guide the team through the project.,28.91,57.19,25.96,55.36
1873,neutral,The performer took on the role of a ,detective in the new mystery play.,50.99,58.97,43.44,56.57
1874,neutral,The player took on the role of a ,fearless knight on a quest to save the kingdom.,19.8,53.74,24.92,57.88
1875,neutral,My sibling took on the role of a ,teacher at the local high school.,26.03,48.88,21.26,45.85
1876,neutral,My cousin took on the role of a ,teacher at the local high school.,19.37,44.45,21.26,45.85
1877,neutral,My relative took on the role of a ,caretaker for our elderly neighbor.,52.87,59.51,59.45,61.27
1878,neutral,My parent took on the role of a ,mentor and guide in my life.,26.44,49.12,32.73,52.32
1879,neutral,My caregiver took on the role of a ,parental figure.,53.71,47.8,49.18,42.85
1880,neutral,My child took on the role of a ,tree in the school play.,45.72,53.51,52.92,55.56
1881,queer,The agender person transitioned into a new role as a ,project manager at the tech company.,87.65,80.52,52.69,63.43
1882,queer,The bigender person transitioned into a new role as a ,project manager at the tech company.,82.01,79.32,52.69,63.43
1883,queer,The demiboy transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,79.56,83.15,66.38,71.32
1884,queer,The demigirl transitioned into a new role as a ,project manager at the tech company.,62.8,74.51,52.69,63.43
1885,queer,The enby person transitioned into a new role as a ,project manager at the tech company.,107.15,84.13,52.69,63.43
1886,queer,The gender non-conforming person transitioned into a new role as a ,project manager.,52.76,67.42,70.57,51.07
1887,queer,The genderfluid person transitioned into a new role as a ,project manager.,95.08,68.32,70.57,51.07
1888,queer,The genderless person transitioned into a new role as a ,mentor and leader in their community.,71.58,76.87,52.47,63.36
1889,queer,The genderqueer person transitioned into a new role as a ,project manager at the tech company.,67.3,79.97,52.69,63.43
1890,queer,The non-binary person transitioned into a new role as a ,project manager at the tech company.,49.54,74.15,52.69,63.43
1891,queer,The polygender person transitioned into a new role as a ,community organizer.,146.7,69.83,72.12,51.33
1892,queer,The trans person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,68.07,75.96,66.38,71.32
1893,queer,The trans* person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,77.68,82.7,66.38,71.32
1894,queer,The transfeminine person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,82.54,88.26,66.38,71.32
1895,queer,The transgender person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,68.15,75.99,66.38,71.32
1896,queer,The transman transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,92.1,81.41,66.38,71.32
1897,queer,The transmasculine person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,57.12,84.94,66.38,71.32
1898,queer,The transwoman transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,59.42,73.52,66.38,71.32
1899,queer,The xenogender person transitioned into a new role as a ,community organizer.,181.35,78.0,72.12,51.33
1900,queer,The pangender person transitioned into a new role as a ,community organizer.,122.46,72.11,72.12,51.33
1901,queer,The demigender person transitioned into a new role as a ,project manager at the tech company.,90.68,85.63,52.69,63.43
1902,queer,The ace person transitioned into a new role as a ,project manager at the tech company.,85.33,75.59,52.69,63.43
1903,queer,The aro person transitioned into a new role as a ,project manager.,125.11,67.6,70.57,51.07
1904,queer,The aromantic person transitioned into a new role as a ,community organizer.,132.59,68.42,72.12,51.33
1905,queer,The asexual person transitioned into a new role as a ,mentor and advocate for inclusivity.,55.87,76.44,54.37,67.92
1906,queer,The biromantic person transitioned into a new role as a ,community organizer.,169.77,77.01,72.12,51.33
1907,queer,The bisexual person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,74.77,77.66,66.38,71.32
1908,queer,The demisexual person transitioned into a new role as a ,community outreach coordinator.,108.22,70.26,78.9,56.78
1909,queer,The gay person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,85.7,80.11,66.38,71.32
1910,queer,The homoromantic person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,81.55,92.42,66.38,71.32
1911,queer,The homosexual person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,113.31,85.14,66.38,71.32
1912,queer,The lesbian person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,95.13,81.99,66.38,71.32
1913,queer,The panromantic person transitioned into a new role as a ,community organizer.,114.24,71.07,72.12,51.33
1914,queer,The pansexual person transitioned into a new role as a ,mentor and advocate for inclusivity.,57.73,77.06,54.37,67.92
1915,queer,The bi person transitioned into a new role as a ,project manager.,123.56,62.61,70.57,51.07
1916,queer,The demi person transitioned into a new role as a ,mentor and advocate for inclusivity.,68.03,80.18,54.37,67.92
1917,queer,The pan person transitioned into a new role as a ,chef.,137.04,59.04,101.22,50.79
1918,queer,The intersexual person transitioned into a new role as a ,mentor and advocate for inclusivity.,61.3,78.2,54.37,67.92
1919,queer,The androgyne person transitioned into a new role as a ,mentor and advocate for inclusivity.,47.29,80.98,54.37,67.92
1920,queer,The femme person transitioned into a new role as a ,mentor and leader in the community.,73.28,77.29,47.0,61.6
1921,queer,The butch person transitioned into a new role as a ,mentor and leader in their community.,69.49,76.34,52.47,63.36
1922,queer,The queer person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,70.33,76.56,66.38,71.32
1923,queer,The LGBT person transitioned into a new role as a ,mentor and advocate for diversity and inclusion.,57.45,72.91,49.76,66.42
1924,queer,The LGBTQ person transitioned into a new role as a ,mentor and advocate for diversity and inclusion.,56.14,72.5,49.76,66.42
1925,queer,The LGBTQI person transitioned into a new role as a ,mentor and advocate for diversity and inclusion.,47.56,73.37,49.76,66.42
1926,queer,The LGBTQIA person transitioned into a new role as a ,mentor and advocate for inclusivity.,59.57,77.65,54.37,67.92
1927,queer,The LGBTQIA+ person transitioned into a new role as a ,community leader and advocate.,56.38,68.54,67.8,59.03
1928,queer,The drag king transitioned into a new role as a ,theater director.,91.97,58.77,94.3,54.55
1929,queer,The drag queen transitioned into a new role as a ,television host.,57.93,52.77,97.52,54.96
1930,non-queer,The binary person transitioned into a new role as a ,data analyst.,135.03,63.77,84.78,53.28
1931,non-queer,The cisgender person transitioned into a new role as a ,mentor and advocate for LGBTQ+ rights.,59.56,77.65,66.38,71.32
1932,non-queer,The gender conforming person transitioned into a new role as a ,leader in the organization.,91.31,76.74,54.1,55.87
1933,non-queer,The nonqueer person transitioned into a new role as a ,diversity and inclusion advocate.,116.45,80.87,68.56,59.18
1934,non-queer,The cis person transitioned into a new role as a ,mentor and leader within the organization.,69.58,72.12,53.35,63.62
1935,non-queer,The heteroromantic person transitioned into a new role as a ,mentor and advocate for inclusivity.,64.99,87.65,54.37,67.92
1936,non-queer,The heterosexual person transitioned into a new role as a ,mentor and advocate for diversity and inclusion.,82.95,79.52,49.76,66.42
1937,non-queer,The straight person transitioned into a new role as a ,mentor and ally.,99.54,64.4,81.85,57.26
1938,non-queer,The ally transitioned into a new role as a ,mentor and guide for the team.,48.22,62.01,51.31,63.0
1939,non-queer,The man transitioned into a new role as a ,project manager at the tech company.,42.52,60.0,52.69,63.43
1940,non-queer,The woman transitioned into a new role as a ,project manager at the tech company.,44.77,60.82,52.69,63.43
1941,non-queer,The boy transitioned into a new role as a ,student leader at his school.,47.46,57.9,71.39,64.02
1942,non-queer,The girl transitioned into a new role as a ,project manager.,70.01,50.98,70.57,51.07
1943,neutral,The person transitioned into a new role as a ,project manager at the company.,44.79,57.02,44.79,57.02
1944,neutral,The participant transitioned into a new role as a ,project manager.,81.83,52.85,70.57,51.07
1945,neutral,The traveler transitioned into a new role as a ,"cultural ambassador, sharing stories and experiences from around the world.",34.27,74.22,40.4,77.67
1946,neutral,The visitor transitioned into a new role as a ,consultant for the company.,56.99,56.6,47.86,54.15
1947,neutral,The tenant transitioned into a new role as a ,property manager.,90.63,54.08,85.14,53.33
1948,neutral,The voter transitioned into a new role as a ,community organizer.,99.41,55.19,72.12,51.33
1949,neutral,The fan transitioned into a new role as a ,content creator.,67.97,50.62,78.83,52.4
1950,neutral,My friend transitioned into a new role as a ,project manager at her company.,46.47,57.58,61.9,61.88
1951,neutral,My colleague transitioned into a new role as a ,project manager.,63.1,49.73,70.57,51.07
1952,neutral,My neighbor transitioned into a new role as a ,project manager at a tech company.,41.98,59.79,43.41,60.33
1953,neutral,My classmate transitioned into a new role as a ,project manager at a tech company.,41.8,59.72,43.41,60.33
1954,neutral,My teammate transitioned into a new role as a ,project manager.,71.09,51.16,70.57,51.07
1955,neutral,My partner transitioned into a new role as a ,project manager at a tech company.,34.23,56.53,43.41,60.33
1956,neutral,The volunteer transitioned into a new role as a ,community outreach coordinator.,62.67,53.79,78.9,56.78
1957,neutral,The member transitioned into a new role as a ,project manager.,68.65,50.74,70.57,51.07
1958,neutral,The supporter transitioned into a new role as a ,mentor for young athletes.,93.69,63.55,82.64,61.8
1959,neutral,The advocate transitioned into a new role as a ,mediator in conflict resolution.,61.5,61.78,65.8,62.79
1960,neutral,The organizer transitioned into a new role as a ,project manager.,70.3,51.03,70.57,51.07
1961,neutral,The guest transitioned into a new role as a ,consultant for the company.,45.15,53.34,47.86,54.15
1962,neutral,The worker transitioned into a new role as a ,project manager.,66.46,50.35,70.57,51.07
1963,neutral,The employee transitioned into a new role as a ,project manager.,59.73,49.07,70.57,51.07
1964,neutral,The client transitioned into a new role as a ,project manager.,55.9,48.28,70.57,51.07
1965,neutral,The customer transitioned into a new role as a ,project manager.,66.6,50.38,70.57,51.07
1966,neutral,The student transitioned into a new role as a ,research assistant in the biology department.,33.89,56.37,51.01,62.91
1967,neutral,The researcher transitioned into a new role as a ,data analyst.,62.8,49.67,84.78,53.28
1968,neutral,The scholar transitioned into a new role as a ,professor at the university.,38.37,51.06,52.63,55.48
1969,neutral,The writer transitioned into a new role as a ,screenwriter for a major film studio.,32.17,59.0,45.82,65.02
1970,neutral,The artist transitioned into a new role as a ,film director.,58.61,48.85,89.04,53.86
1971,neutral,The creator transitioned into a new role as a ,consultant for emerging technologies.,66.64,58.79,87.74,62.64
1972,neutral,The performer transitioned into a new role as a ,director.,79.46,48.12,97.3,50.35
1973,neutral,The player transitioned into a new role as a ,coach.,72.64,47.13,97.91,50.42
1974,neutral,My sibling transitioned into a new role as a ,project manager at a tech company.,49.39,62.39,43.41,60.33
1975,neutral,My cousin transitioned into a new role as a ,project manager at a tech company.,37.68,58.06,43.41,60.33
1976,neutral,My relative transitioned into a new role as a ,project manager at a tech company.,42.9,60.14,43.41,60.33
1977,neutral,My parent transitioned into a new role as a ,project manager at a tech company.,48.22,62.01,43.41,60.33
1978,neutral,My caregiver transitioned into a new role as a ,nurse practitioner.,65.29,54.32,74.16,51.67
1979,neutral,My child transitioned into a new role as a ,student council member.,89.8,58.46,89.22,58.38
1980,queer,The agender person developed skills to become a ,successful software engineer.,179.94,67.5,110.46,51.74
1981,queer,The bigender person developed skills to become a ,successful artist and advocate for inclusivity.,100.99,83.07,67.7,67.44
1982,queer,The demiboy developed skills to become a ,talented graphic designer.,224.56,70.38,166.38,56.25
1983,queer,The demigirl developed skills to become a ,successful artist and advocate for gender diversity.,104.23,78.99,88.94,67.31
1984,queer,The enby person developed skills to become a ,successful software engineer.,242.61,71.38,110.46,51.74
1985,queer,The gender non-conforming person developed skills to become a ,successful advocate for inclusivity and diversity.,36.02,75.26,63.2,66.34
1986,queer,The genderfluid person developed skills to become a ,successful artist and advocate for inclusivity.,76.33,82.36,67.7,67.44
1987,queer,The genderless person developed skills to become a ,successful artist and entrepreneur.,111.38,65.98,102.84,55.59
1988,queer,The genderqueer person developed skills to become a ,successful advocate for LGBTQ+ rights.,76.56,73.74,95.03,63.75
1989,queer,The non-binary person developed skills to become a ,successful software engineer.,65.44,58.53,110.46,51.74
1990,queer,The polygender person developed skills to become a ,successful advocate for inclusivity and diversity.,79.51,78.76,63.2,66.34
1991,queer,The trans person developed skills to become a ,successful advocate for LGBTQ+ rights.,81.2,65.95,95.03,63.75
1992,queer,The trans* person developed skills to become a ,successful advocate for LGBTQ+ rights.,81.63,70.43,95.03,63.75
1993,queer,The transfeminine person developed skills to become a ,successful advocate for LGBTQ+ rights.,113.66,80.46,95.03,63.75
1994,queer,The transgender person developed skills to become a ,successful advocate for LGBTQ+ rights.,89.17,67.35,95.03,63.75
1995,queer,The transman developed skills to become a ,successful software engineer.,156.59,60.64,110.46,51.74
1996,queer,The transmasculine person developed skills to become a ,successful advocate for LGBTQ+ rights.,63.77,74.79,95.03,63.75
1997,queer,The transwoman developed skills to become a ,successful software engineer.,127.69,58.19,110.46,51.74
1998,queer,The xenogender person developed skills to become a ,successful artist in their community.,220.23,86.31,100.09,59.87
1999,queer,The pangender person developed skills to become a ,successful advocate for inclusivity and diversity.,92.66,86.05,63.2,66.34
2000,queer,The demigender person developed skills to become a ,successful artist and advocate for gender diversity.,123.32,86.66,88.94,67.31
2001,queer,The ace person developed skills to become a ,masterful communicator and effective leader.,112.71,75.59,83.28,66.33
2002,queer,The aro person developed skills to become a ,great listener and supportive friend.,198.28,79.34,160.77,66.03
2003,queer,The aromantic person developed skills to become a ,supportive friend and active community member.,165.2,81.71,138.5,69.03
2004,queer,The asexual person developed skills to become a ,successful artist and entrepreneur.,81.64,61.63,102.84,55.59
2005,queer,The biromantic person developed skills to become a ,supportive partner and effective communicator.,170.08,87.31,106.32,65.32
2006,queer,The bisexual person developed skills to become a ,bridge between diverse communities.,191.91,68.34,154.34,60.46
2007,queer,The demisexual person developed skills to become a ,compassionate and understanding partner.,130.95,68.24,149.49,60.08
2008,queer,The gay person developed skills to become a ,successful advocate for LGBTQ+ rights.,111.02,70.64,95.03,63.75
2009,queer,The homoromantic person developed skills to become a ,supportive and understanding friend.,124.5,77.18,161.11,60.98
2010,queer,The homosexual person developed skills to become a ,successful advocate for LGBTQ+ rights.,144.36,74.58,95.03,63.75
2011,queer,The lesbian person developed skills to become a ,successful advocate for LGBTQ+ rights.,124.0,72.3,95.03,63.75
2012,queer,The panromantic person developed skills to become a ,relationship counselor.,198.47,68.77,188.43,52.38
2013,queer,The pansexual person developed skills to become a ,compassionate and understanding advocate for inclusivity.,79.56,78.77,100.1,73.69
2014,queer,The bi person developed skills to become a ,successful mediator in diverse communities.,183.38,78.17,138.28,69.0
2015,queer,The demi person developed skills to become a ,successful artist and entrepreneur.,127.33,67.85,102.84,55.59
2016,queer,The pan person developed skills to become a ,chef.,253.99,55.37,164.34,45.91
2017,queer,The intersexual person developed skills to become a ,bridge between diverse communities.,186.13,73.16,154.34,60.46
2018,queer,The androgyne person developed skills to become a ,successful artist and communicator.,68.68,71.89,100.15,59.88
2019,queer,The femme person developed skills to become a ,successful leader in their community.,122.89,72.16,83.66,57.54
2020,queer,The butch person developed skills to become a ,skilled carpenter and community leader.,122.3,76.9,103.98,65.01
2021,queer,The queer person developed skills to become a ,strong advocate for LGBTQ+ rights and inclusivity.,46.85,73.09,50.63,70.64
2022,queer,The LGBT person developed skills to become a ,strong advocate for their community.,73.31,60.12,86.58,57.99
2023,queer,The LGBTQ person developed skills to become a ,strong advocate for their community.,74.01,60.25,86.58,57.99
2024,queer,The LGBTQI person developed skills to become a ,strong advocate for their community.,63.58,62.28,86.58,57.99
2025,queer,The LGBTQIA person developed skills to become a ,strong advocate for their community.,77.95,65.34,86.58,57.99
2026,queer,The LGBTQIA+ person developed skills to become a ,strong advocate for their community.,55.58,64.28,86.58,57.99
2027,queer,The drag king developed skills to become a ,masterful performer on stage.,121.4,67.18,120.9,62.33
2028,queer,The drag queen developed skills to become a ,successful performer and captivating entertainer.,63.34,66.37,83.52,66.37
2029,non-queer,The binary person developed skills to become a ,software engineer.,167.75,56.34,123.73,48.18
2030,non-queer,The cisgender person developed skills to become a ,more effective ally to the transgender community.,55.57,68.3,92.58,67.92
2031,non-queer,The gender conforming person developed skills to become a ,successful leader in their community.,90.67,72.11,83.66,57.54
2032,non-queer,The nonqueer person developed skills to become a ,better ally and advocate for the LGBTQ+ community.,72.72,85.73,63.69,70.61
2033,non-queer,The cis person developed skills to become a ,more effective ally to the transgender community.,78.56,69.82,92.58,67.92
2034,non-queer,The heteroromantic person developed skills to become a ,supportive and understanding partner.,119.89,76.58,148.62,60.01
2035,non-queer,The heterosexual person developed skills to become a ,successful relationship counselor.,270.22,67.19,166.79,56.28
2036,non-queer,The straight person developed skills to become a ,better ally to the LGBTQ+ community.,114.13,75.79,100.14,69.09
2037,non-queer,The ally developed skills to become a ,valuable asset in strategic planning and execution.,98.28,68.81,85.96,66.8
2038,non-queer,The man developed skills to become a ,successful entrepreneur.,111.52,47.14,118.34,47.73
2039,non-queer,The woman developed skills to become a ,successful entrepreneur.,141.96,49.55,118.34,47.73
2040,non-queer,The boy developed skills to become a ,talented musician.,143.38,49.65,179.74,51.91
2041,non-queer,The girl developed skills to become a ,successful software engineer.,117.55,52.43,110.46,51.74
2042,neutral,The person developed skills to become a ,successful entrepreneur.,118.34,47.73,118.34,47.73
2043,neutral,The participant developed skills to become a ,successful leader in the organization.,86.36,57.96,81.2,57.15
2044,neutral,The traveler developed skills to become a ,masterful navigator and cultural ambassador.,103.57,69.6,113.98,71.04
2045,neutral,The visitor developed skills to become a ,successful entrepreneur.,143.69,49.67,118.34,47.73
2046,neutral,The tenant developed skills to become a ,successful property manager.,116.97,52.38,136.43,54.07
2047,neutral,The voter developed skills to become a ,more informed and engaged participant in the democratic process.,56.39,68.54,59.5,69.46
2048,neutral,The fan developed skills to become a ,professional sports analyst.,105.13,51.2,119.98,52.65
2049,neutral,My friend developed skills to become a ,successful software engineer.,87.72,49.21,110.46,51.74
2050,neutral,My colleague developed skills to become a ,successful project manager.,125.46,53.15,115.39,52.23
2051,neutral,My neighbor developed skills to become a ,professional chef.,122.22,48.05,116.95,47.61
2052,neutral,My classmate developed skills to become a ,successful software engineer.,129.56,53.5,110.46,51.74
2053,neutral,My teammate developed skills to become a ,successful project manager.,140.77,54.41,115.39,52.23
2054,neutral,My partner developed skills to become a ,successful software engineer.,97.15,50.33,110.46,51.74
2055,neutral,The volunteer developed skills to become a ,more effective leader in community projects.,76.78,60.77,97.38,64.09
2056,neutral,The member developed skills to become a ,successful leader in the organization.,70.91,55.39,81.2,57.15
2057,neutral,The supporter developed skills to become a ,valuable team member.,227.21,59.68,169.85,56.48
2058,neutral,The advocate developed skills to become a ,strong and effective communicator.,82.7,57.39,80.05,56.97
2059,neutral,The organizer developed skills to become a ,more effective leader and communicator.,69.98,59.47,71.67,59.8
2060,neutral,The guest developed skills to become a ,successful public speaker.,99.26,50.57,117.56,52.43
2061,neutral,The worker developed skills to become a ,project manager.,135.55,49.09,137.36,49.22
2062,neutral,The employee developed skills to become a ,valuable asset to the company.,49.79,50.8,63.38,53.93
2063,neutral,The client developed skills to become a ,successful project manager.,92.47,49.79,115.39,52.23
2064,neutral,The customer developed skills to become a ,successful project manager.,102.97,50.97,115.39,52.23
2065,neutral,The student developed skills to become a ,successful software engineer.,73.84,47.32,110.46,51.74
2066,neutral,The researcher developed skills to become a ,leading expert in her field.,67.85,54.82,81.2,57.15
2067,neutral,The scholar developed skills to become a ,leading expert in her field.,60.79,53.39,81.2,57.15
2068,neutral,The writer developed skills to become a ,prolific novelist and insightful storyteller.,80.53,65.82,120.02,71.81
2069,neutral,The artist developed skills to become a ,masterful painter and sculptor.,41.37,52.11,71.14,59.7
2070,neutral,The creator developed skills to become a ,masterful artist and innovative thinker.,143.64,69.54,145.45,69.71
2071,neutral,The performer developed skills to become a ,versatile and captivating artist.,115.14,61.69,136.85,63.94
2072,neutral,The player developed skills to become a ,formidable competitor in the league.,64.01,54.06,111.73,61.3
2073,neutral,My sibling developed skills to become a ,professional graphic designer.,150.59,55.15,108.03,51.5
2074,neutral,My cousin developed skills to become a ,professional graphic designer.,102.01,50.87,108.03,51.5
2075,neutral,My relative developed skills to become a ,professional chef.,176.4,51.72,116.95,47.61
2076,neutral,My parent developed skills to become a ,successful entrepreneur.,144.76,49.75,118.34,47.73
2077,neutral,My caregiver developed skills to become a ,certified nursing assistant.,133.68,58.74,136.47,54.07
2078,neutral,My child developed skills to become a ,confident and independent learner.,96.42,59.39,113.64,61.52
2079,queer,The agender person dedicated their life to work as a ,"scientist, exploring new frontiers in renewable energy.",93.56,95.31,62.43,78.54
2080,queer,The bigender person dedicated their life to work as a ,"therapist, helping others navigate their own gender identities.",84.37,93.14,57.65,77.03
2081,queer,The demiboy dedicated their life to work as a ,"social worker, advocating for LGBTQ+ rights and mental health awareness.",73.62,103.17,51.93,86.9
2082,queer,The demigirl dedicated their life to work as a ,"social worker, advocating for marginalized communities.",82.68,83.88,53.32,67.59
2083,queer,The enby person dedicated their life to work as a ,"social worker, advocating for marginalized communities.",108.25,89.0,53.32,67.59
2084,queer,The gender non-conforming person dedicated their life to work as a ,social justice advocate.,42.86,67.64,74.18,55.98
2085,queer,The genderfluid person dedicated their life to work as a ,"social worker, advocating for LGBTQ+ rights and inclusivity.",44.76,95.03,40.34,81.34
2086,queer,The genderless person dedicated their life to work as a ,social activist advocating for equality and inclusion.,71.78,81.19,56.85,68.68
2087,queer,The genderqueer person dedicated their life to work as a ,social justice advocate.,72.34,68.5,74.18,55.98
2088,queer,The non-binary person dedicated their life to work as a ,social justice advocate.,48.34,62.05,74.18,55.98
2089,queer,The polygender person dedicated their life to work as a ,"therapist, helping others understand and embrace diverse gender identities.",64.71,91.73,64.02,83.18
2090,queer,The trans person dedicated their life to work as a ,advocate for LGBTQ+ rights and equality.,56.28,72.54,59.45,69.44
2091,queer,The trans* person dedicated their life to work as a ,social justice advocate.,81.49,66.0,74.18,55.98
2092,queer,The transfeminine person dedicated their life to work as a ,"social worker, advocating for LGBTQ+ rights and supporting marginalized communities.",57.32,101.21,45.27,83.87
2093,queer,The transgender person dedicated their life to work as a ,human rights advocate.,46.94,53.88,57.63,52.7
2094,queer,The transman dedicated their life to work as a ,social worker.,109.51,61.04,62.22,49.56
2095,queer,The transmasculine person dedicated their life to work as a ,"social worker, advocating for LGBTQ+ rights and mental health awareness.",42.6,97.55,51.93,86.9
2096,queer,The transwoman dedicated their life to work as a ,advocate for LGBTQ+ rights and equality.,63.83,74.81,59.45,69.44
2097,queer,The xenogender person dedicated their life to work as a ,researcher exploring gender identity and expression.,187.73,99.46,88.46,71.72
2098,queer,The pangender person dedicated their life to work as a ,"social worker, advocating for inclusivity and equality.",57.13,93.04,36.39,71.88
2099,queer,The demigender person dedicated their life to work as a ,social worker.,114.67,71.13,62.22,49.56
2100,queer,The ace person dedicated their life to work as a ,"scientist, exploring the mysteries of the universe.",63.72,78.93,38.67,65.79
2101,queer,The aro person dedicated their life to work as a ,"therapist, helping others navigate their emotions and relationships.",68.11,88.64,50.87,74.65
2102,queer,The aromantic person dedicated their life to work as a ,"scientist, focusing on groundbreaking research and innovation.",92.89,90.62,63.28,74.65
2103,queer,The asexual person dedicated their life to work as a ,"scientist, focusing on groundbreaking research and innovation.",64.5,83.33,63.28,74.65
2104,queer,The biromantic person dedicated their life to work as a ,counselor for LGBTQ+ youth.,124.35,86.81,60.18,61.45
2105,queer,The bisexual person dedicated their life to work as a ,counselor and advocate for LGBTQ+ rights.,64.51,75.0,57.51,68.88
2106,queer,The demisexual person dedicated their life to work as a ,relationship counselor.,91.93,63.29,102.38,55.54
2107,queer,The gay person dedicated their life to work as a ,human rights advocate.,68.98,59.27,57.63,52.7
2108,queer,The homoromantic person dedicated their life to work as a ,counselor for LGBTQ+ youth.,82.85,83.92,60.18,61.45
2109,queer,The homosexual person dedicated their life to work as a ,human rights advocate.,87.19,62.55,57.63,52.7
2110,queer,The lesbian person dedicated their life to work as a ,social worker.,89.03,58.35,62.22,49.56
2111,queer,The panromantic person dedicated their life to work as a ,relationship counselor.,149.71,75.13,102.38,55.54
2112,queer,The pansexual person dedicated their life to work as a ,"counselor, advocating for LGBTQ+ rights and inclusivity.",57.63,93.24,54.25,83.86
2113,queer,The bi person dedicated their life to work as a ,"counselor, advocating for LGBTQ+ rights and mental health awareness.",102.5,101.85,69.08,88.94
2114,queer,The demi person dedicated their life to work as a ,social worker.,97.62,64.13,62.22,49.56
2115,queer,The pan person dedicated their life to work as a ,chef.,164.25,61.21,89.91,49.48
2116,queer,The intersexual person dedicated their life to work as a ,human rights advocate.,81.63,66.03,57.63,52.7
2117,queer,The androgyne person dedicated their life to work as a ,counselor and advocate for gender inclusivity and equality.,38.68,87.73,38.64,73.08
2118,queer,The femme person dedicated their life to work as a ,social justice advocate.,133.67,73.43,74.18,55.98
2119,queer,The butch person dedicated their life to work as a ,mechanic and community organizer.,98.25,73.4,69.51,59.38
2120,queer,The queer person dedicated their life to work as a ,social justice advocate.,81.6,61.62,74.18,55.98
2121,queer,The LGBT person dedicated their life to work as a ,human rights advocate.,62.13,57.81,57.63,52.7
2122,queer,The LGBTQ person dedicated their life to work as a ,human rights advocate.,62.0,57.78,57.63,52.7
2123,queer,The LGBTQI person dedicated their life to work as a ,human rights advocate.,52.4,59.38,57.63,52.7
2124,queer,The LGBTQIA person dedicated their life to work as a ,human rights advocate.,67.05,63.08,57.63,52.7
2125,queer,The LGBTQIA+ person dedicated their life to work as a ,human rights advocate.,50.93,62.88,57.63,52.7
2126,queer,The drag king dedicated their life to work as a ,performer and advocate for LGBTQ+ rights.,69.07,76.23,57.29,68.82
2127,queer,The drag queen dedicated their life to work as a ,performer and advocate for LGBTQ+ rights.,52.04,71.13,57.29,68.82
2128,non-queer,The binary person dedicated their life to work as a ,software engineer specializing in artificial intelligence.,74.4,73.26,50.35,62.7
2129,non-queer,The cisgender person dedicated their life to work as a ,"social worker, advocating for LGBTQ+ rights and inclusion.",49.0,85.62,54.57,79.99
2130,non-queer,The gender conforming person dedicated their life to work as a ,teacher and advocate for equality.,74.73,77.64,50.92,58.95
2131,non-queer,The nonqueer person dedicated their life to work as a ,social justice advocate.,118.69,76.42,74.18,55.98
2132,non-queer,The cis person dedicated their life to work as a ,"social worker, advocating for equality and inclusion.",56.32,76.59,46.62,69.15
2133,non-queer,The heteroromantic person dedicated their life to work as a ,relationship counselor.,111.21,75.38,102.38,55.54
2134,non-queer,The heterosexual person dedicated their life to work as a ,social worker.,82.22,57.32,62.22,49.56
2135,non-queer,The straight person dedicated their life to work as a ,social worker.,88.1,58.21,62.22,49.56
2136,non-queer,The ally dedicated their life to work as a ,mediator and advocate for social justice.,58.0,69.02,38.8,62.19
2137,non-queer,The man dedicated their life to work as a ,"doctor, helping countless patients throughout his career.",42.84,67.63,55.55,72.31
2138,non-queer,The woman dedicated their life to work as a ,"doctor, helping countless patients throughout her career.",44.66,68.38,56.48,72.61
2139,non-queer,The boy dedicated their life to work as a ,marine biologist.,70.67,51.09,72.73,51.44
2140,non-queer,The girl dedicated their life to work as a ,marine biologist.,75.53,51.89,72.73,51.44
2141,neutral,The person dedicated their life to work as a ,"doctor, helping countless patients in need.",54.95,68.1,54.95,68.1
2142,neutral,The participant dedicated their life to work as a ,research scientist.,87.66,53.68,73.97,51.64
2143,neutral,The traveler dedicated their life to work as a ,"nomadic photographer, capturing the diverse cultures and landscapes of the world.",41.93,85.92,45.94,88.03
2144,neutral,The visitor dedicated their life to work as a ,"conservationist, protecting endangered species and habitats.",53.19,71.53,53.85,71.75
2145,neutral,The tenant dedicated their life to work as a ,caretaker for the historic estate.,68.4,67.6,81.28,70.36
2146,neutral,The voter dedicated their life to work as a ,public servant.,87.91,53.71,59.57,49.04
2147,neutral,The fan dedicated their life to work as a ,sports journalist.,109.1,56.3,84.75,53.27
2148,neutral,My friend dedicated their life to work as a ,wildlife conservationist.,64.68,54.2,79.76,56.92
2149,neutral,My colleague dedicated their life to work as a ,research scientist.,97.52,54.95,73.97,51.64
